,tags,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,owner.reputation,owner.user_id,owner.user_type,owner.profile_image,owner.display_name,owner.link,owner.accept_rate,closed_date,closed_reason,accepted_answer_id
474,"['authentication', '.net-6.0', 'azure-b2c']",False,13,0,0,2022-09-06 23:27:33,2022-09-06 23:03:49,2022-09-06 23:27:33,73628540,CC BY-SA 4.0,https://stackoverflow.com/questions/73628540/b2c-authenticate-user-in-web-api,B2C Authenticate User In Web Api,67,19575939,registered,https://www.gravatar.com/avatar/b8c28143860825a62b053edefab30100?s=256&d=identicon&r=PG,Coconut,https://stackoverflow.com/users/19575939/coconut,,,,
475,['python'],False,25,0,-3,2022-09-06 23:27:15,2022-09-06 23:21:34,2022-09-06 23:27:15,73628625,,https://stackoverflow.com/questions/73628625/what-does-this-function-hsv-to-rgb-do-that-inside-colorsys-libary-at-python,what does this function &quot;hsv_to_rgb()&quot; do that inside colorsys libary at python?,1,19916059,registered,https://i.stack.imgur.com/hBtmJ.jpg?s=256&g=1,OMAR QO,https://stackoverflow.com/users/19916059/omar-qo,,2022-09-07 05:11:13,Needs more focus,
476,"['mysql', 'sql']",False,32,1,0,2022-09-06 23:26:40,2022-09-06 19:57:28,2022-09-06 19:59:12,73627168,CC BY-SA 4.0,https://stackoverflow.com/questions/73627168/search-date-ranges-on-mysql,search date ranges on MySQL,29,19416927,registered,https://i.stack.imgur.com/QsMmy.jpg?s=256&g=1,EFF,https://stackoverflow.com/users/19416927/eff,,,,
477,"['javascript', 'html', 'jquery', 'css']",False,24,0,0,2022-09-06 23:26:18,2022-09-06 23:26:18,,73628649,CC BY-SA 4.0,https://stackoverflow.com/questions/73628649/parse-a-js-array-and-add-a-style-for-matching-values-using-addclass,Parse a JS array and add a style for matching values using .addClass(),119,1583395,registered,https://www.gravatar.com/avatar/3326e7a0e665ba62d4f4d9ac7f8076d1?s=256&d=identicon&r=PG,Anthony LoPrimo,https://stackoverflow.com/users/1583395/anthony-loprimo,,,,
478,"['css', 'r', 'shiny']",False,7,0,0,2022-09-06 23:26:00,2022-09-06 23:26:00,,73628646,CC BY-SA 4.0,https://stackoverflow.com/questions/73628646/avoid-column-stacking-in-fluidrow-when-adding-margins,Avoid column-stacking in fluidRow when adding margins,5,12425067,registered,https://www.gravatar.com/avatar/17728a3b8e7a8c2f5991be7623e77755?s=256&d=identicon&r=PG&f=1,Gonzalo Talavera Forlin,https://stackoverflow.com/users/12425067/gonzalo-talavera-forlin,,,,
479,['go'],True,67,2,1,2022-09-06 23:25:55,2022-09-06 21:53:41,2022-09-06 21:56:00,73628104,CC BY-SA 4.0,https://stackoverflow.com/questions/73628104/troubles-with-golang-append-and-for-loop,Troubles with Golang append() and for loop,11,19840775,registered,https://www.gravatar.com/avatar/9904a691d92518082a9ad7d385addbfd?s=256&d=identicon&r=PG,MFC-4,https://stackoverflow.com/users/19840775/mfc-4,,,,
480,"['unity3d', 'robot']",False,26,1,0,2022-09-06 23:24:55,2022-09-06 18:16:09,,73626256,CC BY-SA 4.0,https://stackoverflow.com/questions/73626256/how-to-get-my-joints-to-stay-in-place-if-i-rotate-one-of-my-joints,How to get my joints to stay in place if I rotate one of my joints?,1,19873724,registered,https://lh3.googleusercontent.com/a/AItbvmmIzH6_IQfyd3KpYhGsh5NLTFc3ihzvZj3FgA1t=k-s256,wendy navarro,https://stackoverflow.com/users/19873724/wendy-navarro,,,,
481,"['android-studio', 'plugins']",False,4,0,0,2022-09-06 23:24:26,2022-09-06 23:24:26,,73628641,CC BY-SA 4.0,https://stackoverflow.com/questions/73628641/android-studio-wont-open-after-installing-plugins-supporting-csv-files,Android Studio Won&#39;t Open After Installing Plugins Supporting .csv Files,1,19935868,registered,https://www.gravatar.com/avatar/fecd3fc6e1b77082f7bf3d7fd13109eb?s=256&d=identicon&r=PG,K.Sx0000,https://stackoverflow.com/users/19935868/k-sx0000,,,,
482,"['javascript', 'mapbox', 'mapbox-gl-js']",False,16,0,0,2022-09-06 23:24:06,2022-09-06 23:16:42,2022-09-06 23:24:06,73628600,CC BY-SA 4.0,https://stackoverflow.com/questions/73628600/mapbox-geotrigger-disable-location-turn-off,Mapbox GeoTrigger disable &quot;Location turn off&quot;,7,19235596,registered,https://www.gravatar.com/avatar/a32977b9a1c818b8c0bf70cd3c5f66cd?s=256&d=identicon&r=PG,CableGuy,https://stackoverflow.com/users/19235596/cableguy,,,,
483,"['python', 'scrapy', 'pyinstaller']",False,27,1,0,2022-09-06 23:24:03,2022-09-06 17:31:57,2022-09-06 17:47:33,73625841,CC BY-SA 4.0,https://stackoverflow.com/questions/73625841/scrapy-error-twisted-web-newclient-requestgenerationfailed,Scrapy error &quot;twisted.web._newclient.RequestGenerationFailed&quot;,13,13100522,registered,https://www.gravatar.com/avatar/54258e2eeed892252f0e525678673dee?s=256&d=identicon&r=PG&f=1,Mayank Mishra,https://stackoverflow.com/users/13100522/mayank-mishra,,,,
484,"['r', 'ggplot2', 'tidyverse', 'install.packages']",False,24,0,0,2022-09-06 23:23:31,2022-09-06 23:18:11,2022-09-06 23:23:31,73628607,CC BY-SA 4.0,https://stackoverflow.com/questions/73628607/i-keep-getting-the-following-error-when-i-try-running-a-ggplot-code,I keep getting the following error when i try running a ggplot code,11,19702511,registered,https://www.gravatar.com/avatar/4dd7f789bdde85b3439adc27ffa18b71?s=256&d=identicon&r=PG,Pamela,https://stackoverflow.com/users/19702511/pamela,,,,
485,"['arrays', 'matlab', 'datetime']",False,17,1,0,2022-09-06 23:23:21,2022-09-06 19:04:21,,73626714,CC BY-SA 4.0,https://stackoverflow.com/questions/73626714/matlab-concatenating-a-datetime-array-to-an-empty-array,MATLAB - concatenating a datetime array to an empty array,1,19596500,registered,https://www.gravatar.com/avatar/196c3a5f1af0ab4c5268b2a6021a7611?s=256&d=identicon&r=PG&f=1,czar1249,https://stackoverflow.com/users/19596500/czar1249,,,,
486,"['python', 'tensorflow', 'class', 'object', 'instance']",False,23,0,0,2022-09-06 23:22:40,2022-09-06 18:32:35,2022-09-06 23:22:40,73626417,CC BY-SA 4.0,https://stackoverflow.com/questions/73626417/cannot-access-weights-and-biases-within-the-class-for-further-operation,Cannot access weights and biases within the class for further operation,1,17048588,registered,https://lh3.googleusercontent.com/a/AATXAJwqsRDSSHUUC8jfPFl8mGxV0PLOXg_dDW9q2dii=k-s256,Ali Khan,https://stackoverflow.com/users/17048588/ali-khan,,,,
487,"['c++', 'ssl', 'libcurl']",False,15,0,-1,2022-09-06 23:22:29,2022-09-06 23:22:29,,73628631,CC BY-SA 4.0,https://stackoverflow.com/questions/73628631/constant-custom-ja3-tls-fingerprint-with-libcurl,Constant/Custom JA3 TLS fingerprint with libcurl,75,11940848,registered,https://lh5.googleusercontent.com/-QDjgD8GZzH4/AAAAAAAAAAI/AAAAAAAAF9k/1AUHsiHByO8/photo.jpg?sz=256,Kaspek,https://stackoverflow.com/users/11940848/kaspek,,,,
488,"['typescript', 'routes', 'deno', 'oak', 'freshjs']",False,24,1,0,2022-09-06 23:22:02,2022-09-06 21:15:10,2022-09-06 21:26:27,73627814,CC BY-SA 4.0,https://stackoverflow.com/questions/73627814/i-cant-communicate-with-my-oak-backend-server-in-denos-framework-fesh,I can&#39;t communicate with my oak backend server in deno&#39;s framework fesh,348,13215988,registered,https://www.gravatar.com/avatar/b530eed03c01214c1c86dc707a028495?s=256&d=identicon&r=PG&f=1,ChristianOConnor,https://stackoverflow.com/users/13215988/christianoconnor,,,,
489,"['java', 'mysql', 'mariadb', 'mybatis']",False,36,1,0,2022-09-06 23:21:52,2022-09-06 21:03:23,2022-09-06 21:07:36,73627721,CC BY-SA 4.0,https://stackoverflow.com/questions/73627721/why-java-application-cant-execute-procedures-if-i-added-grant-all-privileges,Why Java application can&#39;t execute procedures if I added grant all privileges?,191,3637971,registered,https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1,user3637971,https://stackoverflow.com/users/3637971/user3637971,14.0,,,
490,"['c#', 'entity-framework', 'timer']",False,28,1,0,2022-09-06 23:21:19,2022-09-06 16:45:35,2022-09-06 17:32:46,73625345,CC BY-SA 4.0,https://stackoverflow.com/questions/73625345/using-system-timers-timer-elapsed-with-dbcontext-never-get-updated,Using System.Timers.Timer Elapsed with DBContext never get updated,29,15268115,registered,https://www.gravatar.com/avatar/ade5594cffdaa39600851ad7c7f8604c?s=256&d=identicon&r=PG&f=1,CidoPostan,https://stackoverflow.com/users/15268115/cidopostan,,,,
491,"['vba', 'text', 'ms-word', 'line-breaks', 'acrobat-sdk']",False,31,0,0,2022-09-06 23:21:10,2022-09-06 22:53:32,2022-09-06 23:21:10,73628493,CC BY-SA 4.0,https://stackoverflow.com/questions/73628493/plain-text-from-pdf-without-inserting-line-breaks-control-how-word-generates-pl,Plain Text From PDF without inserting line breaks. Control how Word generates plain text File using VBA. Working solution but requires improvement,685,13562186,registered,https://www.gravatar.com/avatar/93aa26c0adc2930f9d9d5ae39aaf919e?s=256&d=identicon&r=PG&f=1,Nick,https://stackoverflow.com/users/13562186/nick,,,,
492,"['r', 'rvest', 'tibble']",False,24,1,3,2022-09-06 23:20:37,2022-09-06 22:54:54,,73628499,CC BY-SA 4.0,https://stackoverflow.com/questions/73628499/how-do-i-get-rid-of-the-error-tibble-columns-must-have-compatible-sizes,How do I get rid of the error: Tibble columns must have compatible sizes?,35,19620251,registered,https://lh3.googleusercontent.com/a-/AFdZucqzWsc4mYxqvjsvR7hT6RzcE5O2t9_zt5myTmj4bQ=k-s256,Joshua Crutchfield,https://stackoverflow.com/users/19620251/joshua-crutchfield,,,,
493,"['javascript', 'html', 'jquery']",True,19,1,0,2022-09-06 23:18:41,2022-09-06 23:11:43,,73628571,CC BY-SA 4.0,https://stackoverflow.com/questions/73628571/jquery-not-able-to-identify-the-buttons-present-in-a-reference-divs-parent,JQuery not able to identify the buttons present in a reference div&#39;s parent,733,2600283,registered,https://www.gravatar.com/avatar/f3767a629cf6ffb2c4408265d33621ec?s=256&d=identicon&r=PG,tanmayghosh2507,https://stackoverflow.com/users/2600283/tanmayghosh2507,39.0,,,73628610.0
494,"['typescript', 'typescript-typings', 'typescript-generics']",False,18,1,0,2022-09-06 23:18:14,2022-09-06 23:12:47,,73628581,CC BY-SA 4.0,https://stackoverflow.com/questions/73628581/how-to-define-a-literal-type-base-on-input-params,How to define a literal type base on input params,6577,1870054,registered,https://i.stack.imgur.com/QJydN.jpg?s=256&g=1,wener,https://stackoverflow.com/users/1870054/wener,72.0,,,
495,"['php', 'sql']",True,33,2,0,2022-09-06 23:17:58,2022-09-06 22:30:37,,73628348,CC BY-SA 4.0,https://stackoverflow.com/questions/73628348/repeat-category-name-php-sql,Repeat category name - PHP SQL,51,16396850,registered,https://lh3.googleusercontent.com/a/AATXAJy5V8Uk0VxkvQ1WljVlh4sEKTIC1Hgd3j6Q9Teu=k-s256,Jerry,https://stackoverflow.com/users/16396850/jerry,,,,73628516.0
496,"['mysql', 'hierarchical-data']",True,30,1,0,2022-09-06 23:17:46,2022-09-06 00:44:28,2022-09-06 23:17:46,73615712,CC BY-SA 4.0,https://stackoverflow.com/questions/73615712/recursive-parent-name-concatenation-in-mysql,Recursive parent name concatenation in mysql,8894,458700,registered,https://www.gravatar.com/avatar/0aae22509915fa4da811f48e757f4860?s=256&d=identicon&r=PG&f=1,Amira Elsayed Ismail,https://stackoverflow.com/users/458700/amira-elsayed-ismail,57.0,,,
497,"['c', 'opengl']",False,21,0,0,2022-09-06 23:17:31,2022-09-06 23:17:31,,73628603,CC BY-SA 4.0,https://stackoverflow.com/questions/73628603/opengl-black-screen-on-m2-macbook,OpenGL Black Screen on M2 Macbook,19,7811211,registered,https://lh6.googleusercontent.com/-5FWfUagE7qA/AAAAAAAAAAI/AAAAAAAAAiQ/7zAhROodDqo/photo.jpg?sz=256,shtabbbe,https://stackoverflow.com/users/7811211/shtabbbe,,,,
498,"['python', 'pandas']",False,29,2,0,2022-09-06 23:16:49,2022-09-06 22:02:39,,73628181,CC BY-SA 4.0,https://stackoverflow.com/questions/73628181/creating-a-column-of-strings-that-need-to-be-in-numeric-order,Creating a column of strings that need to be in numeric order,239,14250641,registered,https://www.gravatar.com/avatar/2127e2642126353a15f9d2c9a580b1d0?s=256&d=identicon&r=PG&f=1,youtube,https://stackoverflow.com/users/14250641/youtube,,,,
499,"['java', 'android', 'android-studio']",False,18,0,0,2022-09-06 23:16:37,2022-09-06 23:16:37,,73628599,CC BY-SA 4.0,https://stackoverflow.com/questions/73628599/on-a-null-object-reference-attempt-to-invoke-virtual-method-void-android-app-a,on a null object reference. Attempt to invoke virtual method &#39;void android.app.ActionBar.setDisplayHomeAsUpEnabled(boolean)&#39;,23,17162679,registered,https://i.stack.imgur.com/p7eDu.png?s=256&g=1,adam_p87,https://stackoverflow.com/users/17162679/adam-p87,,,,
500,"['javascript', 'random', 'vector']",True,71,3,0,2022-09-06 23:16:04,2022-09-06 15:37:32,,73624614,CC BY-SA 4.0,https://stackoverflow.com/questions/73624614/shuffling-a-vector-in-javascript-until-there-are-a-set-number-of-nonrepeating-el,Shuffling a vector in Javascript until there are a set number of nonrepeating elements?,3,19933028,registered,https://www.gravatar.com/avatar/095f5bbfd042e35effc166bd0065b6d3?s=256&d=identicon&r=PG,0demo1,https://stackoverflow.com/users/19933028/0demo1,,,,73625840.0
501,['r'],False,12,0,0,2022-09-06 23:15:49,2022-09-06 23:15:49,,73628596,CC BY-SA 4.0,https://stackoverflow.com/questions/73628596/posterior-predictive-check-in-simmr,posterior predictive check in simmr,137,7395807,registered,https://www.gravatar.com/avatar/404fe7c0898f9b281b8da698812be1bc?s=256&d=identicon&r=PG&f=1,hcg,https://stackoverflow.com/users/7395807/hcg,67.0,,,
502,"['rust', 'rust-cargo']",True,33,1,1,2022-09-06 23:15:38,2022-09-06 23:03:16,2022-09-06 23:15:38,73628537,CC BY-SA 4.0,https://stackoverflow.com/questions/73628537/rust-release-profile-symbol-stripping-when-to-use-it,Rust release profile - symbol stripping. When to use it?,17297,74089,registered,https://i.stack.imgur.com/3TdS8.jpg?s=256&g=1,Nikita Fedyashev,https://stackoverflow.com/users/74089/nikita-fedyashev,96.0,,,73628573.0
503,"['java', 'zip', 'zipinputstream']",False,23,0,0,2022-09-06 23:15:18,2022-09-06 23:15:18,,73628595,CC BY-SA 4.0,https://stackoverflow.com/questions/73628595/zip-file-containing-more-than-one-file-is-sent-as-string-how-to-read-the-string,Zip file containing more than one file is sent as string. How to read the string and extract individual files in Java?,1,19935772,registered,https://lh3.googleusercontent.com/a-/AFdZucrDaxYT7DaC5ozJN3qcFeYPqoAUetBrTWh2QKVlZw=k-s256,Sathish Kumar,https://stackoverflow.com/users/19935772/sathish-kumar,,,,
504,"['swift', 'autolayout', 'snapkit']",False,23,0,1,2022-09-06 23:15:00,2022-09-06 23:15:00,,73628594,CC BY-SA 4.0,https://stackoverflow.com/questions/73628594/how-to-display-image-view-amongst-stack-view,How to display image view amongst stack view,41,11716581,registered,https://lh4.googleusercontent.com/-0mtW3vkcuJw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfEKFHMtqrG_FHfTOM7pH6N8ZINeQ/photo.jpg?sz=256,Alexander Paul,https://stackoverflow.com/users/11716581/alexander-paul,,,,
505,"['python', 'flask', 'webserver']",False,16,1,0,2022-09-06 23:14:25,2022-09-06 04:02:50,,73616579,CC BY-SA 4.0,https://stackoverflow.com/questions/73616579/flask-waitress-simple-webserver,Flask Waitress Simple Webserver,115,9802213,registered,https://www.gravatar.com/avatar/b42726b64e4042b10663ab23a964a22b?s=256&d=identicon&r=PG&f=1,T. Smith,https://stackoverflow.com/users/9802213/t-smith,,,,
506,"['python', 'asynchronous', 'web-scraping', 'proxy']",False,26,0,0,2022-09-06 23:14:19,2022-09-06 20:13:58,2022-09-06 23:14:19,73627327,CC BY-SA 4.0,https://stackoverflow.com/questions/73627327/scrape-urls-with-rotating-pool-of-proxies,Scrape urls with rotating pool of proxies?,109,19924240,registered,https://i.stack.imgur.com/LZRNj.jpg?s=256&g=1,ajr-dev,https://stackoverflow.com/users/19924240/ajr-dev,,,,
507,"['mysql', 'sql', 'laravel']",False,27,1,0,2022-09-06 23:13:55,2022-09-06 22:26:53,,73628329,CC BY-SA 4.0,https://stackoverflow.com/questions/73628329/getting-all-rows-in-each-group-with-sum-in-sql-laravel,Getting all rows in each group (with sum) in SQL / Laravel,27,9242634,registered,https://www.gravatar.com/avatar/29353ca5bc42c95b43aacff4aecfabd6?s=256&d=identicon&r=PG&f=1,E-g,https://stackoverflow.com/users/9242634/e-g,,,,
508,"['spring-boot', 'apache-kafka']",False,15,0,1,2022-09-06 23:13:45,2022-09-06 23:13:45,,73628589,CC BY-SA 4.0,https://stackoverflow.com/questions/73628589/connecting-to-kafka-from-spring-boot-error-connecting-to-node-machinnameport,"Connecting to Kafka from Spring boot, Error connecting to node [machinname:port] (id: 0 rack: null)",537,5272759,registered,https://www.gravatar.com/avatar/6c33c4d5130e61ca509d3b681e273b45?s=256&d=identicon&r=PG,BenW,https://stackoverflow.com/users/5272759/benw,80.0,,,
509,['apache-nifi'],False,11,1,0,2022-09-06 23:13:45,2022-09-06 14:51:38,,73624027,CC BY-SA 4.0,https://stackoverflow.com/questions/73624027/how-do-i-split-field-with-comma-separrated-and-i-concatenate-field1-field-2-3-w,How do I split field with comma separrated and I concatenate field1 field 2 [3 word first] in processor nifi?,1,19932675,registered,https://www.gravatar.com/avatar/da7002678dab0133a95d321fd3d54a9c?s=256&d=identicon&r=PG,manja,https://stackoverflow.com/users/19932675/manja,,,,
510,"['graph', 'reporting-services']",False,14,1,0,2022-09-06 23:13:43,2022-09-06 18:57:44,,73626655,CC BY-SA 4.0,https://stackoverflow.com/questions/73626655/invisible-graphs-cause-report-to-slow,Invisible graphs cause report to slow,1,9072806,registered,https://lh4.googleusercontent.com/-Hshh46-J42k/AAAAAAAAAAI/AAAAAAAAISM/lMOZw82c2x8/photo.jpg?sz=256,Kim Lloyd,https://stackoverflow.com/users/9072806/kim-lloyd,,,,
511,['python'],False,38,1,-3,2022-09-06 23:13:15,2022-09-06 23:00:23,,73628524,,https://stackoverflow.com/questions/73628524/what-does-the-computer-see-when-i-run-python-assembly-c-c,what does the computer see when I run python? assembly? C? C++?,17,18756552,registered,https://i.stack.imgur.com/JkQb3.png?s=256&g=1,A bonafide dabbler,https://stackoverflow.com/users/18756552/a-bonafide-dabbler,,2022-09-06 23:15:39,Needs more focus,
512,"['python', 'nested-loops', 'itertools']",True,67,2,1,2022-09-06 23:13:06,2022-09-06 19:15:13,2022-09-06 20:01:48,73626799,CC BY-SA 4.0,https://stackoverflow.com/questions/73626799/reducing-computation-time-in-a-nested-loop,Reducing computation time in a nested loop,946,9720696,registered,https://i.stack.imgur.com/cXlkU.png?s=256&g=1,Wiliam,https://stackoverflow.com/users/9720696/wiliam,,,,
513,['tailwind-css'],False,18,0,1,2022-09-06 23:13:03,2022-09-06 22:39:38,2022-09-06 23:13:03,73628408,CC BY-SA 4.0,https://stackoverflow.com/questions/73628408/is-there-a-possibility-to-hook-to-tailwindcss-rebuilding,Is there a possibility to hook to TailwindCSS rebuilding?,1532,3208225,registered,https://www.gravatar.com/avatar/a21d763ca87f53dc475eaec179516649?s=256&d=identicon&r=PG&f=1,stckvrw,https://stackoverflow.com/users/3208225/stckvrw,82.0,,,
514,"['debugging', 'deno']",False,12,0,-1,2022-09-06 23:12:52,2022-09-06 23:12:52,,73628582,CC BY-SA 4.0,https://stackoverflow.com/questions/73628582/debugger-deno-program-no-longer-works,Debugger Deno program no longer works,1,7150361,registered,https://lh4.googleusercontent.com/-jN7EiX6Lww4/AAAAAAAAAAI/AAAAAAAAAAA/c2_SWLh8PGU/photo.jpg?sz=256,Paolo Giusto Angeli,https://stackoverflow.com/users/7150361/paolo-giusto-angeli,,,,
515,"['node.js', 'cors', 'xmlhttprequest', 'private-network-access']",False,26,1,-1,2022-09-06 23:12:47,2022-09-06 00:28:58,2022-09-06 23:12:47,73615655,,https://stackoverflow.com/questions/73615655/mean-web-page-port-forwarding-cors,MEAN web page port forwarding CORS,81,12997689,registered,https://lh5.googleusercontent.com/-U0u8J-nXW8A/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nB80xVjDRa9HYvykky7OqXQXZDwGg/photo.jpg?sz=256,beginnercoder,https://stackoverflow.com/users/12997689/beginnercoder,,2022-09-06 04:22:12,Duplicate,
516,"['spring-boot', 'spring-security', 'cloud-foundry']",False,7,0,0,2022-09-06 23:12:44,2022-09-06 23:12:44,,73628580,CC BY-SA 4.0,https://stackoverflow.com/questions/73628580/use-oauth-in-spring-cloud-config-client,Use OAuth in Spring Cloud Config Client,31,10752022,registered,https://lh6.googleusercontent.com/-8frH-ZIXirM/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-jy0K2kyDhnIx9ot1bHMsl1K-JgGA/mo/photo.jpg?sz=256,giacomo homunculus,https://stackoverflow.com/users/10752022/giacomo-homunculus,,,,
517,"['css', 'ruby-on-rails', 'sass']",False,11,0,0,2022-09-06 23:12:38,2022-09-06 23:12:38,,73628578,CC BY-SA 4.0,https://stackoverflow.com/questions/73628578/questions-about-css-bundling-in-rails-7,Questions about CSS bundling in Rails 7,9683,210841,registered,https://www.gravatar.com/avatar/5adbe9e20522d6a177e76b223b6750ed?s=256&d=identicon&r=PG,David Lazar,https://stackoverflow.com/users/210841/david-lazar,50.0,,,
518,"['amazon-web-services', 'architecture', 'amazon-ecs', 'jobs', 'autoscaling']",False,12,0,-1,2022-09-06 23:12:27,2022-09-06 23:12:27,,73628576,CC BY-SA 4.0,https://stackoverflow.com/questions/73628576/aws-ecs-app-fast-auto-scaling-for-video-encoding-what-is-the-best-way,AWS ECS app fast auto scaling for video encoding. What is the best way?,56,12322631,registered,https://www.gravatar.com/avatar/34db0cdfabbf5d5dc9f2068d18a66b82?s=256&d=identicon&r=PG,sqr,https://stackoverflow.com/users/12322631/sqr,,,,
519,"['azure-active-directory', 'azure-storage']",False,12,0,0,2022-09-06 23:12:25,2022-09-06 23:12:25,,73628575,CC BY-SA 4.0,https://stackoverflow.com/questions/73628575/restrict-azure-ad-application-to-specific-storage-resource,Restrict Azure AD Application to specific storage resource,707,4977016,registered,https://i.stack.imgur.com/SK4kr.jpg?s=256&g=1,James Woodall,https://stackoverflow.com/users/4977016/james-woodall,,,,
520,"['iis-8', 'windows-server-2012-r2', 'access-denied', 'sitefinity', 'ip-restrictions']",False,18,1,0,2022-09-06 23:11:45,2022-09-06 11:34:51,2022-09-06 15:30:32,73621366,CC BY-SA 4.0,https://stackoverflow.com/questions/73621366/ip-address-and-domain-restrictions-showing-404-error-iis-8-5,IP address and Domain restrictions showing 404 error - IIS 8.5,488,9712969,registered,https://lh3.googleusercontent.com/--F9SIxA_nXo/AAAAAAAAAAI/AAAAAAAAICQ/Wc2z5EbpVfM/photo.jpg?sz=256,Som,https://stackoverflow.com/users/9712969/som,,,,
521,"['python', 'date']",True,30,3,0,2022-09-06 23:09:44,2022-09-06 22:35:04,2022-09-06 22:37:27,73628377,CC BY-SA 4.0,https://stackoverflow.com/questions/73628377/calculate-the-same-month-from-previous-year,Calculate the same month from previous year,2477,1867328,registered,https://www.gravatar.com/avatar/3f92a1d12f3b63a29b07258946eb6e17?s=256&d=identicon&r=PG,Bogaso,https://stackoverflow.com/users/1867328/bogaso,56.0,,,73628523.0
522,['c#'],False,34,1,0,2022-09-06 23:09:01,2022-09-06 03:44:01,2022-09-06 03:48:55,73616479,CC BY-SA 4.0,https://stackoverflow.com/questions/73616479/trying-to-figure-out-my-exceptions-handling-c-any-idea,Trying to figure out my exceptions handling C#. Any idea?,9,19887772,registered,https://www.gravatar.com/avatar/5cde9de8376f797a1fa681dc4e1ac85e?s=256&d=identicon&r=PG,Taylor,https://stackoverflow.com/users/19887772/taylor,,,,
523,"['flutter', 'firebase', 'google-cloud-firestore']",False,18,0,0,2022-09-06 23:07:57,2022-09-06 23:05:06,,73628545,,https://stackoverflow.com/questions/73628545/flutter-firebase-get-or-search-data-containing-string,Flutter Firebase Get or Search Data Containing String,73,16336164,registered,https://www.gravatar.com/avatar/52ed625870a66b8b5663528c9ba0fde8?s=256&d=identicon&r=PG&f=1,Rkdio,https://stackoverflow.com/users/16336164/rkdio,,2022-09-06 23:07:39,Duplicate,
524,['css'],False,33,1,1,2022-09-06 23:06:59,2022-09-06 19:31:45,,73626936,CC BY-SA 4.0,https://stackoverflow.com/questions/73626936/css-star-ratings-with-radio-buttons,CSS Star Ratings with Radio Buttons,143,2391650,registered,https://www.gravatar.com/avatar/bccf44d43a46e84ce87de6dc82085632?s=256&d=identicon&r=PG,dionysosz,https://stackoverflow.com/users/2391650/dionysosz,76.0,,,
525,"['software-design', 'innovation', 'programming-tools']",False,18,0,-1,2022-09-06 23:06:46,2022-09-06 23:06:46,,73628555,CC BY-SA 4.0,https://stackoverflow.com/questions/73628555/can-you-tell-me-if-this-software-idea-is-good-or-not,Can you tell me if this software idea is good or not?,1,19884344,registered,https://www.gravatar.com/avatar/756a19551a2ab7bf0b0aa372d2fe5dcd?s=256&d=identicon&r=PG,KrisRehfuss,https://stackoverflow.com/users/19884344/krisrehfuss,,,,
526,"['javascript', 'python', 'php', 'api', 'whatsapp']",False,23,1,-2,2022-09-06 23:06:03,2022-09-06 21:36:35,,73627973,CC BY-SA 4.0,https://stackoverflow.com/questions/73627973/to-send-a-forms-responses-to-whatsapp-contacts-automatically,To send a form&#39;s responses to WhatsApp contacts automatically,1,19916076,registered,https://www.gravatar.com/avatar/3a990a5039c18a2b20b5d9219fca2ef2?s=256&d=identicon&r=PG,malik,https://stackoverflow.com/users/19916076/malik,,,,
527,"['react-native', 'position', 'getlocation']",False,9,0,0,2022-09-06 23:05:27,2022-09-06 23:05:27,,73628547,CC BY-SA 4.0,https://stackoverflow.com/questions/73628547/get-current-position-in-expo,get current position in expo,163,16978074,registered,https://www.gravatar.com/avatar/f9c28ee8c1e221c31a8a45b9c3c2f01c?s=256&d=identicon&r=PG,Elly,https://stackoverflow.com/users/16978074/elly,,,,
528,"['angular', 'nrwl-nx']",False,28,0,0,2022-09-06 23:05:20,2022-09-06 18:19:37,2022-09-06 23:05:20,73626292,CC BY-SA 4.0,https://stackoverflow.com/questions/73626292/nx-cannot-read-properties-of-undefined-reading-endswith,NX Cannot read properties of undefined (reading &#39;endsWith&#39;),12290,6719819,registered,https://i.stack.imgur.com/HmF9I.jpg?s=256&g=1,Daniel,https://stackoverflow.com/users/6719819/daniel,77.0,,,
529,"['java', 'slack-api']",False,16,0,-2,2022-09-06 23:05:11,2022-09-06 23:05:11,,73628546,CC BY-SA 4.0,https://stackoverflow.com/questions/73628546/how-to-update-already-posted-scheduled-message-using-slack-api,How to update Already posted scheduled message using Slack API,146,3394127,registered,https://www.gravatar.com/avatar/bae817471fc6e157a54b9a13c7ee3ef0?s=256&d=identicon&r=PG&f=1,Martinus_,https://stackoverflow.com/users/3394127/martinus,40.0,,,
530,"['python', 'rest']",False,25,0,1,2022-09-06 23:04:47,2022-09-06 23:02:16,2022-09-06 23:04:47,73628531,CC BY-SA 4.0,https://stackoverflow.com/questions/73628531/python-rest-basic-connection,python REST basic connection,11,19935786,registered,https://www.gravatar.com/avatar/82dcd648d172e0aac706dc8c1cd8eb3b?s=256&d=identicon&r=PG,nsaint,https://stackoverflow.com/users/19935786/nsaint,,,,
