,is_accepted,score,last_activity_date,last_edit_date,creation_date,answer_id,question_id,content_license,owner.reputation,owner.user_id,owner.user_type,owner.profile_image,owner.display_name,owner.link,owner.accept_rate,community_owned_date
182,False,0,2022-09-05 23:14:09,,2022-09-05 23:14:09,73615369,73566875,CC BY-SA 4.0,126154,1766831,registered,https://www.gravatar.com/avatar/1ee974306d2def46eb69534fbcf95cc5?s=256&d=identicon&r=PG,Rick James,https://stackoverflow.com/users/1766831/rick-james,,
183,False,2,2022-09-05 23:14:06,,2022-09-05 23:14:06,73615368,73615259,CC BY-SA 4.0,21846,6752050,registered,https://i.stack.imgur.com/7kSR8.png?s=256&g=1,273K,https://stackoverflow.com/users/6752050/273k,,
184,False,6,2022-09-05 23:13:50,2022-09-05 23:13:50,2022-09-05 16:52:32,73612540,73611506,CC BY-SA 4.0,108217,3234959,registered,https://www.gravatar.com/avatar/93bb12ca0f93dfddb33880316f7e66c2?s=256&d=identicon&r=PG&f=1,chi,https://stackoverflow.com/users/3234959/chi,,
185,False,0,2022-09-05 23:13:39,,2022-09-05 23:13:39,73615366,73615320,CC BY-SA 4.0,44148,6851825,registered,https://lh3.googleusercontent.com/-H8RgwclGboU/AAAAAAAAAAI/AAAAAAAAAE4/ozMptPuddJ0/photo.jpg?sz=256,Jon Spring,https://stackoverflow.com/users/6851825/jon-spring,,
186,False,0,2022-09-05 23:13:22,,2022-09-05 23:13:22,73615365,73610843,CC BY-SA 4.0,9961,4269535,registered,https://www.gravatar.com/avatar/a0e8bd880c777ccc4b7674c50f5ed72f?s=256&d=identicon&r=PG,Erick Ramirez,https://stackoverflow.com/users/4269535/erick-ramirez,,
187,False,0,2022-09-05 23:13:13,2022-09-05 23:13:13,2022-09-05 22:03:19,73615014,73609005,CC BY-SA 4.0,3078,4779472,registered,https://lh5.googleusercontent.com/-918sSljPOLU/AAAAAAAAAAI/AAAAAAAAABA/JrpaeNI9JiM/photo.jpg?sz=256,Rohit Gupta,https://stackoverflow.com/users/4779472/rohit-gupta,89.0,
188,False,0,2022-09-05 23:12:51,,2022-09-05 23:12:51,73615363,73162695,CC BY-SA 4.0,1,10997640,registered,https://lh4.googleusercontent.com/-4gWCpKczWYQ/AAAAAAAAAAI/AAAAAAAABfg/Qjgt8nO54Fs/photo.jpg?sz=256,Varun Chib,https://stackoverflow.com/users/10997640/varun-chib,,
189,False,0,2022-09-05 23:11:30,,2022-09-05 23:11:30,73615361,73615313,CC BY-SA 4.0,49,14692430,registered,https://lh4.googleusercontent.com/-hsUiVJPzXKw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclxYk005Np-Agz9fveG29TbvL1mTw/s96-c/photo.jpg?sz=256,Andrew DaNub,https://stackoverflow.com/users/14692430/andrew-danub,,
190,False,0,2022-09-05 23:10:44,,2022-09-05 23:10:44,73615359,73610903,CC BY-SA 4.0,57950,356849,registered,https://i.stack.imgur.com/INqgP.jpg?s=256&g=1,NullVoxPopuli,https://stackoverflow.com/users/356849/nullvoxpopuli,88.0,
191,False,1,2022-09-05 23:10:16,,2022-09-05 23:10:16,73615357,73615314,CC BY-SA 4.0,795,9973177,registered,https://www.gravatar.com/avatar/9ed44ec13887d97cc61e94391717e7ec?s=256&d=identicon&r=PG&f=1,Will,https://stackoverflow.com/users/9973177/will,,
192,False,2,2022-09-05 23:09:41,,2022-09-05 23:09:41,73615355,73615167,CC BY-SA 4.0,92407,3501,registered,https://www.gravatar.com/avatar/1fd5f5cc203c393634379a3b3b7e7a87?s=256&d=identicon&r=PG,Anders,https://stackoverflow.com/users/3501/anders,30.0,
193,False,1,2022-09-05 23:08:37,,2022-09-05 23:08:37,73615351,73614747,CC BY-SA 4.0,31523,7254633,registered,https://lh6.googleusercontent.com/-XCPaMN6qzA0/AAAAAAAAAAI/AAAAAAAAADs/o9igiVGFyK0/photo.jpg?sz=256,John Anderson,https://stackoverflow.com/users/7254633/john-anderson,,
194,False,1,2022-09-05 23:08:23,,2022-09-05 23:08:23,73615349,73615215,CC BY-SA 4.0,11,19421111,registered,https://i.stack.imgur.com/9hgow.png?s=256&g=1,RunningDad,https://stackoverflow.com/users/19421111/runningdad,,
195,True,1,2022-09-05 23:08:22,,2022-09-05 23:08:22,73615348,73613705,CC BY-SA 4.0,4777,1998801,registered,https://i.stack.imgur.com/JXBqt.jpg?s=256&g=1,matiaslauriti,https://stackoverflow.com/users/1998801/matiaslauriti,100.0,
196,False,0,2022-09-05 23:08:09,,2022-09-05 23:08:09,73615346,68728702,CC BY-SA 4.0,1,19875275,registered,https://lh3.googleusercontent.com/a/AItbvmmyv_gQGOnqnozRZiIxkCqmI3Fqg8eF9WJrcUbQzw=k-s256,Nirajan Basnet,https://stackoverflow.com/users/19875275/nirajan-basnet,,
197,False,-2,2022-09-05 23:07:49,,2022-09-05 23:07:49,73615344,73615343,CC BY-SA 4.0,13,19779574,registered,https://lh3.googleusercontent.com/a-/AFdZucqL56ZDYEYy8tAm34e8Jc3jNKzQVds8wp26h6GS9A=k-s256,miruxcld,https://stackoverflow.com/users/19779574/miruxcld,,
198,False,1,2022-09-05 23:07:11,,2022-09-05 23:07:11,73615340,73615201,CC BY-SA 4.0,2924,16462878,registered,https://www.gravatar.com/avatar/fcab3bf3a05f10fe2779908f1abd8d34?s=256&d=identicon&r=PG&f=1,cards,https://stackoverflow.com/users/16462878/cards,,
199,False,0,2022-09-05 23:07:02,,2022-09-05 23:07:02,73615338,73615224,CC BY-SA 4.0,1517,1199807,registered,https://www.gravatar.com/avatar/13f3df9fc8e46059be2006dad2e5087f?s=256&d=identicon&r=PG,hendrikschneider,https://stackoverflow.com/users/1199807/hendrikschneider,,
200,False,1,2022-09-05 23:06:59,,2022-09-05 23:06:59,73615337,73615286,CC BY-SA 4.0,462,4778654,registered,https://graph.facebook.com/10153143120605239/picture?type=large,Lev Izraelit,https://stackoverflow.com/users/4778654/lev-izraelit,,
201,True,0,2022-09-05 23:06:52,,2022-09-05 23:06:52,73615336,73615282,CC BY-SA 4.0,7881,3807365,registered,https://i.stack.imgur.com/RhfH5.jpg?s=256&g=1,IT goldman,https://stackoverflow.com/users/3807365/it-goldman,,
202,True,1,2022-09-05 23:06:31,,2022-09-05 23:06:31,73615335,73615131,CC BY-SA 4.0,1680,4364635,registered,https://i.stack.imgur.com/N0RNa.jpg?s=256&g=1,Jacob Smit,https://stackoverflow.com/users/4364635/jacob-smit,,
203,False,0,2022-09-05 23:06:00,,2022-09-05 23:06:00,73615334,73599339,CC BY-SA 4.0,18914,8572380,registered,https://www.gravatar.com/avatar/f4a5d854aa543e6bf01abe8351d38782?s=256&d=identicon&r=PG&f=1,tshiono,https://stackoverflow.com/users/8572380/tshiono,,
204,False,1,2022-09-05 23:04:23,2022-09-05 23:04:23,2022-09-05 19:57:56,73614143,73612563,CC BY-SA 4.0,62404,1851712,registered,https://www.gravatar.com/avatar/37d341e1389813471ddcec85970752a6?s=256&d=identicon&r=PG,Henrik,https://stackoverflow.com/users/1851712/henrik,77.0,
205,False,0,2022-09-05 23:04:05,,2022-09-05 23:04:05,73615331,73609529,CC BY-SA 4.0,564,9261558,registered,https://i.stack.imgur.com/Fl5w5.jpg?s=256&g=1,Mazlum Tosun,https://stackoverflow.com/users/9261558/mazlum-tosun,,
206,False,0,2022-09-05 23:02:28,,2022-09-05 23:02:28,73615324,40227381,CC BY-SA 4.0,1,6836656,registered,https://www.gravatar.com/avatar/da499196b61b11a5dd5654c53240900e?s=256&d=identicon&r=PG&f=1,eDroid,https://stackoverflow.com/users/6836656/edroid,,
207,False,0,2022-09-05 23:01:04,,2022-09-05 23:01:04,73615321,73614458,CC BY-SA 4.0,1517,1199807,registered,https://www.gravatar.com/avatar/13f3df9fc8e46059be2006dad2e5087f?s=256&d=identicon&r=PG,hendrikschneider,https://stackoverflow.com/users/1199807/hendrikschneider,,
208,False,1,2022-09-05 22:59:42,2022-09-05 22:59:42,2022-09-05 21:47:32,73614926,73614849,CC BY-SA 4.0,44148,6851825,registered,https://lh3.googleusercontent.com/-H8RgwclGboU/AAAAAAAAAAI/AAAAAAAAAE4/ozMptPuddJ0/photo.jpg?sz=256,Jon Spring,https://stackoverflow.com/users/6851825/jon-spring,,
209,False,1,2022-09-05 22:59:31,,2022-09-05 22:59:31,73615317,73614053,CC BY-SA 4.0,31846,11392290,registered,https://i.stack.imgur.com/xTF1b.jpg?s=256&g=1,Serge,https://stackoverflow.com/users/11392290/serge,,
210,True,2,2022-09-05 22:58:26,2022-09-05 22:58:26,2022-09-05 12:33:09,73609439,73609288,CC BY-SA 4.0,16502,12957340,registered,https://i.stack.imgur.com/L2QyZ.jpg?s=256&g=1,jared_mamrot,https://stackoverflow.com/users/12957340/jared-mamrot,,
211,False,0,2022-09-05 22:58:04,,2022-09-05 22:58:04,73615310,73615278,CC BY-SA 4.0,1,14526104,registered,https://lh3.googleusercontent.com/a-/AOh14GgvyADMq8M7evBBNbZkm8QH64MPSYPh-2iklDnQ=k-s256,Get Over Here,https://stackoverflow.com/users/14526104/get-over-here,,
212,False,0,2022-09-05 22:57:55,,2022-09-05 22:57:55,73615309,26712990,CC BY-SA 4.0,2677,7058363,registered,https://i.stack.imgur.com/zppXn.jpg?s=256&g=1,Genarito,https://stackoverflow.com/users/7058363/genarito,,
213,False,0,2022-09-05 22:57:47,,2022-09-05 22:57:47,73615308,73611384,CC BY-SA 4.0,1901,2105670,registered,https://www.gravatar.com/avatar/9470227e72bbfd1d587fb59c43c9b21d?s=256&d=identicon&r=PG,Gabriel Pichot,https://stackoverflow.com/users/2105670/gabriel-pichot,,
214,False,0,2022-09-05 22:57:38,,2022-09-05 22:57:38,73615307,70112194,CC BY-SA 4.0,92,9375338,registered,https://www.gravatar.com/avatar/f961c4bd79b5318d3270f3a1fdfcff5b?s=256&d=identicon&r=PG&f=1,user9375338,https://stackoverflow.com/users/9375338/user9375338,,
215,False,0,2022-09-05 22:57:12,2022-09-05 22:57:12,2022-09-05 22:47:42,73615260,73615074,CC BY-SA 4.0,13033,9706,registered,https://www.gravatar.com/avatar/b22397be08d21547a8d1763bcbe71c7d?s=256&d=identicon&r=PG,Allan Wind,https://stackoverflow.com/users/9706/allan-wind,,
216,False,-1,2022-09-05 22:57:11,,2022-09-05 22:57:11,73615305,65305375,CC BY-SA 4.0,1,19213312,registered,https://lh3.googleusercontent.com/a-/AOh14GgeAmw7YCT1UTK8O3DSaUGZmDpvd8BWcQ-opTS6mQ=k-s256,Tushar Nautiyal,https://stackoverflow.com/users/19213312/tushar-nautiyal,,
217,False,0,2022-09-05 22:57:10,,2022-09-05 22:57:10,73615304,73599462,CC BY-SA 4.0,1332,252344,registered,https://www.gravatar.com/avatar/ecc0bf03f523555ea05520012b36886a?s=256&d=identicon&r=PG,Faron,https://stackoverflow.com/users/252344/faron,60.0,
218,True,0,2022-09-05 22:56:30,,2022-09-05 22:56:30,73615303,73593701,CC BY-SA 4.0,183,12449182,registered,https://lh3.googleusercontent.com/a/AATXAJwO5l5z46k9Gze8L6B2Rg7wzJX_OYwRyHTVSk72=k-s256,JasonFitz,https://stackoverflow.com/users/12449182/jasonfitz,,
219,True,3,2022-09-05 22:56:08,2022-09-05 22:56:08,2022-09-05 22:44:05,73615244,73615201,CC BY-SA 4.0,427,14543462,registered,https://www.gravatar.com/avatar/3e470eb6997e0e98c54bceec658d50bc?s=256&d=identicon&r=PG&f=1,Lucas M. Uriarte,https://stackoverflow.com/users/14543462/lucas-m-uriarte,,
220,False,0,2022-09-05 22:55:52,,2022-09-05 22:55:52,73615301,73611764,CC BY-SA 4.0,1,19924449,registered,https://www.gravatar.com/avatar/e7931541fd65390a7179e6fcbcef44f7?s=256&d=identicon&r=PG,Edgar,https://stackoverflow.com/users/19924449/edgar,,
221,False,0,2022-09-05 22:55:50,2022-09-05 22:55:50,2022-09-05 22:31:18,73615169,73614979,CC BY-SA 4.0,407,16217248,registered,https://www.gravatar.com/avatar/620094ff81279d4f0d59abef846b6ace?s=256&d=identicon&r=PG&f=1,user16217248,https://stackoverflow.com/users/16217248/user16217248,,
222,False,-1,2022-09-05 22:55:38,,2022-09-05 22:55:38,73615299,73614977,CC BY-SA 4.0,49785,6110094,registered,https://www.gravatar.com/avatar/86551dfea0fd5c41a9743fcb420765a2?s=256&d=identicon&r=PG&f=1,0___________,https://stackoverflow.com/users/6110094/0,83.0,
223,False,0,2022-09-05 22:55:31,,2022-09-05 22:55:31,73615298,73613989,CC BY-SA 4.0,386,18457414,registered,https://www.gravatar.com/avatar/e2c15316aefa9ed5e24e6df04a5f7fc0?s=256&d=identicon&r=PG,mocherfaoui,https://stackoverflow.com/users/18457414/mocherfaoui,,
224,False,0,2022-09-05 22:55:08,,2022-09-05 22:55:08,73615297,73615200,CC BY-SA 4.0,3741,74890,registered,https://www.gravatar.com/avatar/c663b11f765ec7d2ab67c2445fa71e12?s=256&d=identicon&r=PG,digitalbreed,https://stackoverflow.com/users/74890/digitalbreed,64.0,
225,False,0,2022-09-05 22:54:50,,2022-09-05 22:54:50,73615296,39140679,CC BY-SA 4.0,385,7530099,registered,https://i.stack.imgur.com/77OvH.jpg?s=256&g=1,Momus,https://stackoverflow.com/users/7530099/momus,75.0,
226,False,0,2022-09-05 22:54:48,,2022-09-05 22:54:48,73615295,70862454,CC BY-SA 4.0,1,17327904,registered,https://www.gravatar.com/avatar/16a6cf4c9b7b189be3159014867c6eb6?s=256&d=identicon&r=PG,matheusjulio96,https://stackoverflow.com/users/17327904/matheusjulio96,,
227,True,4,2022-09-05 22:54:32,2022-09-05 22:54:32,2022-09-05 21:47:07,73614923,73614548,CC BY-SA 4.0,543,13506135,registered,https://www.gravatar.com/avatar/90057500f4019be5935e267713379321?s=256&d=identicon&r=PG&f=1,fluffyyboii,https://stackoverflow.com/users/13506135/fluffyyboii,,
228,False,1,2022-09-05 22:54:29,2022-09-05 22:54:29,2022-09-05 20:52:26,73614576,73614500,CC BY-SA 4.0,135061,5424988,registered,https://www.gravatar.com/avatar/d0b4f91c20dcd87cbd58dd351455198c?s=256&d=identicon&r=PG&f=1,The fourth bird,https://stackoverflow.com/users/5424988/the-fourth-bird,,
229,False,-1,2022-09-05 22:53:41,,2022-09-05 22:53:41,73615291,73615003,CC BY-SA 4.0,1556,1190084,registered,https://i.stack.imgur.com/5YCC1.jpg?s=256&g=1,nerdfever.com,https://stackoverflow.com/users/1190084/nerdfever-com,50.0,
230,False,0,2022-09-05 22:53:38,,2022-09-05 22:53:38,73615290,73615236,CC BY-SA 4.0,1,17544021,registered,https://i.stack.imgur.com/TKS5e.png?s=256&g=1,Berkay Demirkol,https://stackoverflow.com/users/17544021/berkay-demirkol,,
231,True,1,2022-09-05 22:52:38,2022-09-05 22:52:38,2022-09-05 22:44:06,73615245,73614962,CC BY-SA 4.0,1901,2105670,registered,https://www.gravatar.com/avatar/9470227e72bbfd1d587fb59c43c9b21d?s=256&d=identicon&r=PG,Gabriel Pichot,https://stackoverflow.com/users/2105670/gabriel-pichot,,
232,False,0,2022-09-05 22:52:26,,2022-09-05 22:52:26,73615287,73615181,CC BY-SA 4.0,518,2953345,registered,https://www.gravatar.com/avatar/27f440028e74db9281bc6a5c8ee18215?s=256&d=identicon&r=PG&f=1,petrus4,https://stackoverflow.com/users/2953345/petrus4,,
233,False,0,2022-09-05 22:51:20,2022-09-05 22:51:20,2022-09-05 22:51:05,73615280,73615236,CC BY-SA 4.0,1,14351310,registered,https://i.stack.imgur.com/pthrQ.jpg?s=256&g=1,ysrckr,https://stackoverflow.com/users/14351310/ysrckr,,
234,False,0,2022-09-05 22:51:20,,2022-09-05 22:51:20,73615283,73615228,CC BY-SA 4.0,133,18670641,registered,https://lh3.googleusercontent.com/a/AATXAJzA-NjtvZ3zHoFWmXuz5NOo70HheQ96Pv_9wEozLQ=k-s256,Gwhyyy,https://stackoverflow.com/users/18670641/gwhyyy,,
235,False,0,2022-09-05 22:50:53,,2022-09-05 22:50:53,73615279,69364278,CC BY-SA 4.0,11,8295803,registered,https://www.gravatar.com/avatar/bf4eaa802863c050df467cf5d8e42ecf?s=256&d=identicon&r=PG&f=1,Nico Mueller,https://stackoverflow.com/users/8295803/nico-mueller,,
236,False,0,2022-09-05 22:50:18,,2022-09-05 22:50:18,73615277,62392499,CC BY-SA 4.0,498,539194,registered,https://www.gravatar.com/avatar/115d69ad0a9e5e2f3e631175d0bf9dd5?s=256&d=identicon&r=PG,Everton Cunha,https://stackoverflow.com/users/539194/everton-cunha,,
237,False,-1,2022-09-05 22:50:15,2022-09-05 22:50:15,2022-09-05 13:15:09,73609996,69959650,CC BY-SA 4.0,1,12038586,registered,https://lh4.googleusercontent.com/-IlihMsmFSbo/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rduLWnrSm4DQATQ_X25A2cXoGKDVQ/photo.jpg?sz=256,Alamin Hossen,https://stackoverflow.com/users/12038586/alamin-hossen,,
238,False,0,2022-09-05 22:49:23,,2022-09-05 22:49:23,73615273,46924308,CC BY-SA 4.0,1604,7437143,registered,https://www.gravatar.com/avatar/e6e6a10d62061d1dd0ecb2d0b760eb7d?s=256&d=identicon&r=PG&f=1,a.t.,https://stackoverflow.com/users/7437143/a-t,100.0,
239,False,0,2022-09-05 22:48:57,,2022-09-05 22:48:57,73615270,73521646,CC BY-SA 4.0,238,8050718,registered,https://www.gravatar.com/avatar/4d5ba7e7dabb6462ee083b229feaf54b?s=256&d=identicon&r=PG&f=1,warrenbuffering,https://stackoverflow.com/users/8050718/warrenbuffering,,
240,False,0,2022-09-05 22:48:10,,2022-09-05 22:48:10,73615268,73614922,CC BY-SA 4.0,609,5770116,registered,https://www.gravatar.com/avatar/1eb865dd01326f35d53c08ec06e33014?s=256&d=identicon&r=PG&f=1,JonR85,https://stackoverflow.com/users/5770116/jonr85,,
241,True,1,2022-09-05 22:48:01,,2022-09-05 22:48:01,73615267,73615228,CC BY-SA 4.0,26,19493792,registered,https://www.gravatar.com/avatar/a43785f24919466ce1aa44e9ae0542da?s=256&d=identicon&r=PG,Ayoub Ennaoui,https://stackoverflow.com/users/19493792/ayoub-ennaoui,,
242,False,0,2022-09-05 22:47:59,,2022-09-05 22:47:59,73615266,55687591,CC BY-SA 4.0,2121,463456,registered,https://www.gravatar.com/avatar/55ef76639b2e800d3b91e4232efc4d4f?s=256&d=identicon&r=PG,Ted,https://stackoverflow.com/users/463456/ted,89.0,
243,True,1,2022-09-05 22:45:41,,2022-09-05 22:45:41,73615253,73615018,CC BY-SA 4.0,418,19730031,registered,https://i.stack.imgur.com/XmjrV.png?s=256&g=1,Just James,https://stackoverflow.com/users/19730031/just-james,,
244,False,0,2022-09-05 22:45:24,2022-09-05 22:45:24,2022-09-05 22:39:48,73615220,73615008,CC BY-SA 4.0,5464,9291557,registered,https://www.gravatar.com/avatar/1ca6e610ef9c46f923743be1a875c789?s=256&d=identicon&r=PG&f=1,Ezra Siton,https://stackoverflow.com/users/9291557/ezra-siton,,
245,True,0,2022-09-05 22:44:53,,2022-09-05 22:44:53,73615251,73615089,CC BY-SA 4.0,111,19463851,registered,https://www.gravatar.com/avatar/c8c5af896a06017f5a6565765f5da9a9?s=256&d=identicon&r=PG,gphull,https://stackoverflow.com/users/19463851/gphull,,
246,False,0,2022-09-05 22:44:24,,2022-09-05 22:44:24,73615248,73615172,CC BY-SA 4.0,879,2926779,registered,https://i.stack.imgur.com/nISxg.jpg?s=256&g=1,Madison Courto,https://stackoverflow.com/users/2926779/madison-courto,,
247,False,0,2022-09-05 22:44:18,,2022-09-05 22:44:18,73615247,44210200,CC BY-SA 4.0,7809,460750,registered,https://i.stack.imgur.com/xizoH.png?s=256&g=1,Nicu Surdu,https://stackoverflow.com/users/460750/nicu-surdu,95.0,
248,False,0,2022-09-05 22:44:07,,2022-09-05 22:44:07,73615246,73602728,CC BY-SA 4.0,1,9721898,registered,https://i.stack.imgur.com/TkmVs.jpg?s=256&g=1,sync1211,https://stackoverflow.com/users/9721898/sync1211,,
249,False,0,2022-09-05 22:43:41,,2022-09-05 22:43:41,73615243,73614798,CC BY-SA 4.0,10711,5318223,registered,https://www.gravatar.com/avatar/be47da4995eb4e8dff0ab4637e5773d6?s=256&d=identicon&r=PG&f=1,khjfquantumjj,https://stackoverflow.com/users/5318223/khjfquantumjj,92.0,
250,True,2,2022-09-05 22:43:33,,2022-09-05 22:43:33,73615242,73614333,CC BY-SA 4.0,264575,2016562,registered,https://www.gravatar.com/avatar/2433495de6d2b99746f8e25344209fa7?s=256&d=identicon&r=PG,Gabriele Mariotti,https://stackoverflow.com/users/2016562/gabriele-mariotti,92.0,
251,False,0,2022-09-05 22:43:15,2022-09-05 22:43:15,2022-09-05 22:23:28,73615133,73611888,CC BY-SA 4.0,73,19129837,registered,https://www.gravatar.com/avatar/ebf9c448525fbe4f4a61750312ac4bf5?s=256&d=identicon&r=PG,linux_beginner,https://stackoverflow.com/users/19129837/linux-beginner,,
252,False,0,2022-09-05 22:42:55,,2022-09-05 22:42:55,73615237,73613356,CC BY-SA 4.0,79,14430844,registered,https://www.gravatar.com/avatar/f9a3655a07d8107201cf5d7f3c486668?s=256&d=identicon&r=PG&f=1,GooseDeveloper,https://stackoverflow.com/users/14430844/goosedeveloper,,
253,False,0,2022-09-05 22:41:56,,2022-09-05 22:41:56,73615233,73612820,CC BY-SA 4.0,55,19701301,registered,https://www.gravatar.com/avatar/487104e3328b9d21aa8544ba8ae323f1?s=256&d=identicon&r=PG,Robert,https://stackoverflow.com/users/19701301/robert,,
254,False,1,2022-09-05 22:41:20,2022-09-05 22:41:20,2022-09-05 19:40:06,73614017,73612855,CC BY-SA 4.0,4554,10802527,registered,https://i.stack.imgur.com/HFfYk.png?s=256&g=1,K J,https://stackoverflow.com/users/10802527/k-j,,
255,False,0,2022-09-05 22:40:07,2022-09-05 22:40:07,2022-09-05 22:33:19,73615184,73615157,CC BY-SA 4.0,243,14966581,registered,https://i.stack.imgur.com/ePTLk.jpg?s=256&g=1,Briuor,https://stackoverflow.com/users/14966581/briuor,,
256,False,3,2022-09-05 22:39:56,,2022-09-05 22:39:56,73615222,73615079,CC BY-SA 4.0,3782,9022665,registered,https://lh4.googleusercontent.com/-YLlBNJp8G0o/AAAAAAAAAAI/AAAAAAAAD_k/e05fOpfAaks/photo.jpg?sz=256,Jonathan V. Sol&#243;rzano,https://stackoverflow.com/users/9022665/jonathan-v-sol%c3%b3rzano,,
257,False,0,2022-09-05 22:39:40,2022-09-05 22:39:40,2022-09-05 20:54:24,73614585,60329059,CC BY-SA 4.0,137,1949369,registered,https://www.gravatar.com/avatar/0ded94d749b88bed2e1218a34671f14f?s=256&d=identicon&r=PG,lopass,https://stackoverflow.com/users/1949369/lopass,,
258,False,0,2022-09-05 22:39:13,,2022-09-05 22:39:13,73615217,60316377,CC BY-SA 4.0,76,13676608,registered,https://lh3.googleusercontent.com/a-/AOh14GimCWGyf5_P9acSBLO2Cfc18Z6WAHi__O17Vnxhcg=k-s256,Moiz Ali Syed,https://stackoverflow.com/users/13676608/moiz-ali-syed,,
259,True,1,2022-09-05 22:38:46,2022-09-05 22:38:46,2022-09-05 22:20:40,73615124,73613605,CC BY-SA 4.0,176493,266304,registered,https://www.gravatar.com/avatar/8bdb6217d08dcea7d67ff75f5f255081?s=256&d=identicon&r=PG,Alex Poole,https://stackoverflow.com/users/266304/alex-poole,,
260,False,0,2022-09-05 22:38:23,,2022-09-05 22:38:23,73615212,73563061,CC BY-SA 4.0,839,5727540,registered,https://www.gravatar.com/avatar/d2fbc1737e9771f2a5c5c5b71264d77f?s=256&d=identicon&r=PG&f=1,M. Gar,https://stackoverflow.com/users/5727540/m-gar,77.0,
261,False,0,2022-09-05 22:38:18,,2022-09-05 22:38:18,73615211,73613466,CC BY-SA 4.0,87,10755623,registered,https://graph.facebook.com/10156672240330390/picture?type=large,Daniel DE,https://stackoverflow.com/users/10755623/daniel-de,,
262,False,0,2022-09-05 22:38:06,,2022-09-05 22:38:06,73615209,65397776,CC BY-SA 4.0,55,12682141,registered,https://lh3.googleusercontent.com/a-/AAuE7mCSVk2gRN0Fy8e5fiNmWdqsWTCZUzGGOgekgM5w=k-s256,Mom Mam,https://stackoverflow.com/users/12682141/mom-mam,,
263,False,1,2022-09-05 22:37:38,2022-09-05 22:37:38,2022-09-05 22:01:39,73615004,73614369,CC BY-SA 4.0,125910,1832058,registered,https://i.stack.imgur.com/relWs.jpg?s=256&g=1,furas,https://stackoverflow.com/users/1832058/furas,,
264,False,0,2022-09-05 22:37:36,,2022-09-05 22:37:36,73615205,73489976,CC BY-SA 4.0,124,7221104,registered,https://www.gravatar.com/avatar/23c70a31affbae23bb128a01def2c2ac?s=256&d=identicon&r=PG&f=1,yaningo,https://stackoverflow.com/users/7221104/yaningo,,
265,False,0,2022-09-05 22:37:21,,2022-09-05 22:37:21,73615204,66908177,CC BY-SA 4.0,1,19926702,registered,https://www.gravatar.com/avatar/3b5b8170aa8e700c0cc5c045a0993d11?s=256&d=identicon&r=PG,pky,https://stackoverflow.com/users/19926702/pky,,
266,False,1,2022-09-05 22:36:56,,2022-09-05 22:36:56,73615203,73606717,CC BY-SA 4.0,30366,1077672,registered,https://www.gravatar.com/avatar/f00f8b55b0ade2c4748e94fb73a40662?s=256&d=identicon&r=PG,raiph,https://stackoverflow.com/users/1077672/raiph,,
267,False,0,2022-09-05 22:36:42,,2022-09-05 22:36:42,73615202,73614786,CC BY-SA 4.0,795,9973177,registered,https://www.gravatar.com/avatar/9ed44ec13887d97cc61e94391717e7ec?s=256&d=identicon&r=PG&f=1,Will,https://stackoverflow.com/users/9973177/will,,
268,True,1,2022-09-05 22:36:09,,2022-09-05 22:36:09,73615199,73612210,CC BY-SA 4.0,427,14543462,registered,https://www.gravatar.com/avatar/3e470eb6997e0e98c54bceec658d50bc?s=256&d=identicon&r=PG&f=1,Lucas M. Uriarte,https://stackoverflow.com/users/14543462/lucas-m-uriarte,,
269,False,0,2022-09-05 22:35:38,,2022-09-05 22:35:38,73615197,73604515,CC BY-SA 4.0,11514,143397,registered,https://www.gravatar.com/avatar/78d44a79f724bc784792b49f78769d3a?s=256&d=identicon&r=PG,davidA,https://stackoverflow.com/users/143397/davida,56.0,
270,False,0,2022-09-05 22:35:37,,2022-09-05 22:35:37,73615196,73615164,CC BY-SA 4.0,7881,3807365,registered,https://i.stack.imgur.com/RhfH5.jpg?s=256&g=1,IT goldman,https://stackoverflow.com/users/3807365/it-goldman,,
271,True,1,2022-09-05 22:34:50,,2022-09-05 22:34:50,73615193,73615046,CC BY-SA 4.0,690265,1491895,registered,https://www.gravatar.com/avatar/82f9e178a16364bf561d0ed4da09a35d?s=256&d=identicon&r=PG,Barmar,https://stackoverflow.com/users/1491895/barmar,69.0,
272,False,0,2022-09-05 22:34:43,2022-09-05 22:34:43,2022-09-05 11:18:07,73608523,73583646,CC BY-SA 4.0,2637,1774291,registered,https://www.gravatar.com/avatar/d12ab8ca1db6b59199e9074a39724dd3?s=256&d=identicon&r=PG,PeterS,https://stackoverflow.com/users/1774291/peters,75.0,
273,False,0,2022-09-05 22:34:07,2022-09-05 22:34:07,2022-09-05 22:33:34,73615188,72570816,CC BY-SA 4.0,1,18236980,registered,https://i.stack.imgur.com/r036T.gif?s=256&g=1,Davvii,https://stackoverflow.com/users/18236980/davvii,,
274,False,0,2022-09-05 22:34:02,,2022-09-05 22:34:02,73615191,73577809,CC BY-SA 4.0,797,16895625,registered,https://i.stack.imgur.com/vixbs.png?s=256&g=1,Robert G,https://stackoverflow.com/users/16895625/robert-g,,
