,tags,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,owner.reputation,owner.user_id,owner.user_type,owner.profile_image,owner.display_name,owner.link,last_edit_date,closed_date,closed_reason,owner.accept_rate,accepted_answer_id,migrated_from.other_site.styling.tag_background_color,migrated_from.other_site.styling.tag_foreground_color,migrated_from.other_site.styling.link_color,migrated_from.other_site.related_sites,migrated_from.other_site.markdown_extensions,migrated_from.other_site.launch_date,migrated_from.other_site.open_beta_date,migrated_from.other_site.closed_beta_date,migrated_from.other_site.site_state,migrated_from.other_site.high_resolution_icon_url,migrated_from.other_site.twitter_account,migrated_from.other_site.favicon_url,migrated_from.other_site.icon_url,migrated_from.other_site.audience,migrated_from.other_site.site_url,migrated_from.other_site.api_site_parameter,migrated_from.other_site.logo_url,migrated_from.other_site.name,migrated_from.other_site.site_type,migrated_from.on_date,migrated_from.question_id,locked_date,migrated_to.other_site.aliases,migrated_to.other_site.styling.tag_background_color,migrated_to.other_site.styling.tag_foreground_color,migrated_to.other_site.styling.link_color,migrated_to.other_site.related_sites,migrated_to.other_site.markdown_extensions,migrated_to.other_site.launch_date,migrated_to.other_site.open_beta_date,migrated_to.other_site.closed_beta_date,migrated_to.other_site.site_state,migrated_to.other_site.high_resolution_icon_url,migrated_to.other_site.twitter_account,migrated_to.other_site.favicon_url,migrated_to.other_site.icon_url,migrated_to.other_site.audience,migrated_to.other_site.site_url,migrated_to.other_site.api_site_parameter,migrated_to.other_site.logo_url,migrated_to.other_site.name,migrated_to.other_site.site_type,migrated_to.on_date,migrated_to.question_id
1246,"['python', 'list', 'unique']",False,27,0,-4,1662226540,1662226076,73594198,,https://stackoverflow.com/questions/73594198/print-values-from-two-lists-in-python,print values from two lists in python,1,4760222,registered,https://www.gravatar.com/avatar/e37ddcee6c74ade96349b2ef446858b0?s=256&d=identicon&r=PG&f=1,seppe van gestel,https://stackoverflow.com/users/4760222/seppe-van-gestel,1662226210.0,1662226339.0,Needs more focus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,"['javascript', 'tippyjs']",True,13,1,0,1662226534,1662201135,73591521,CC BY-SA 4.0,https://stackoverflow.com/questions/73591521/how-can-i-make-tippy-tooltip-work-in-table,How can I make Tippy tooltip work in table?,683,427925,registered,https://i.stack.imgur.com/b1yjK.jpg?s=256&g=1,verlager,https://stackoverflow.com/users/427925/verlager,,,,76.0,73594240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,"['c#', 'string', 'linq', 'grouping']",True,59,3,0,1662226521,1662220355,73593578,CC BY-SA 4.0,https://stackoverflow.com/questions/73593578/how-to-use-linq-to-group-a-list-of-strings-on-only-certain-strings,How to use linq to group a list of strings on only certain strings,1,19911463,registered,https://www.gravatar.com/avatar/334573ec9a973fbc1013967b4233e8c1?s=256&d=identicon&r=PG,oden,https://stackoverflow.com/users/19911463/oden,1662222649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,"['python', 'excel', 'txt']",False,15,0,-1,1662226490,1662214848,73592935,,https://stackoverflow.com/questions/73592935/python-create-txt-file-from-excel,python create txt file from excel,1,13782358,registered,https://lh3.googleusercontent.com/a-/AOh14Gh2F2Rm_n3ShEfjjf7CCz_uGPmw70EcwqdjfOs6bQ=k-s256,Mei Massiel,https://stackoverflow.com/users/13782358/mei-massiel,1662226490.0,1662215756.0,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,"['javascript', 'html', 'css', 'local-storage']",False,33,0,0,1662226477,1662225516,73594124,CC BY-SA 4.0,https://stackoverflow.com/questions/73594124/how-can-i-save-to-dos-even-after-reloading-the-page,How can I save to-dos even after reloading the page,63,10081238,registered,https://www.gravatar.com/avatar/634f604332e8b70890aad45e48cec5be?s=256&d=identicon&r=PG&f=1,Jonas,https://stackoverflow.com/users/10081238/jonas,1662226477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,"['windows', 'powershell', 'networking', 'vpn', 'wireguard']",False,24,0,0,1662226469,1662205598,73592007,CC BY-SA 4.0,https://stackoverflow.com/questions/73592007/wireguard-windows-11-not-able-to-access-client-lan,Wireguard windows 11 - not able to access client lan,29,2223433,registered,https://www.gravatar.com/avatar/99e80a48334491c5a4c93b584157c050?s=256&d=identicon&r=PG,Matrix,https://stackoverflow.com/users/2223433/matrix,1662226469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,"['javascript', 'encryption', 'encryption-symmetric', 'encryption-asymmetric', 'node-crypto']",False,37,3,0,1662226463,1662222985,73593867,CC BY-SA 4.0,https://stackoverflow.com/questions/73593867/encrypt-decrypt-string-n-javascript,Encrypt/decrypt string n JavaScript,23,10866142,registered,https://lh6.googleusercontent.com/-i2DyjKW6wI4/AAAAAAAAAAI/AAAAAAAAAK8/3AGF0xpTWSQ/photo.jpg?sz=256,David Chanturia,https://stackoverflow.com/users/10866142/david-chanturia,1662225092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,"['design-patterns', 'architecture', 'microservices', 'orchestration', 'ambassador']",False,16,0,0,1662226437,1662226437,73594230,CC BY-SA 4.0,https://stackoverflow.com/questions/73594230/ambassador-vs-orchestrator-services,Ambassador vs. Orchestrator services,163,2947726,registered,https://www.gravatar.com/avatar/9fc07fc9c30119ff2ad70cb891e2477b?s=256&d=identicon&r=PG&f=1,sy-huss,https://stackoverflow.com/users/2947726/sy-huss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,"['excel', 'email', 'email-attachments', 'powerapps', 'power-automate']",False,10,0,0,1662226417,1662226417,73594225,CC BY-SA 4.0,https://stackoverflow.com/questions/73594225/multiple-attachments-email-with-data-in-excel-sheet,Multiple Attachments Email with Data in Excel Sheet,1,14565137,registered,https://www.gravatar.com/avatar/e6e69de027007079834e6cd28e578151?s=256&d=identicon&r=PG&f=1,R ASHWIN,https://stackoverflow.com/users/14565137/r-ashwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,"['html', 'github']",False,27,1,-1,1662226410,1662225579,73594129,CC BY-SA 4.0,https://stackoverflow.com/questions/73594129/why-is-html-file-path-not-working-for-me,Why is HTML file path not working for me?,1,18468033,registered,https://lh3.googleusercontent.com/a-/AOh14GjxzNTS7tFbtlcaq-ffEztl2WhKKH9mQuypCW94=k-s256,shxsu,https://stackoverflow.com/users/18468033/shxsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,['paypal'],False,16,1,0,1662226397,1662205307,73591981,CC BY-SA 4.0,https://stackoverflow.com/questions/73591981/adding-a-tickbox-before-paypal-button,Adding a Tickbox Before PayPal Button,1,19207612,registered,https://www.gravatar.com/avatar/ca82f2978cc3482582b62378ad5cf0d1?s=256&d=identicon&r=PG,McHiggey,https://stackoverflow.com/users/19207612/mchiggey,1662225261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,"['arrays', 'powershell', 'file']",True,20,1,1,1662226371,1662218879,73593394,CC BY-SA 4.0,https://stackoverflow.com/questions/73593394/pass-files-with-the-same-prefix-into-an-array-in-powershell,Pass files with the same prefix into an array in powershell,25,12287975,registered,https://graph.facebook.com/10221257545491618/picture?type=large,Kai Kraft,https://stackoverflow.com/users/12287975/kai-kraft,,,,,73594157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,"['angular', 'mongodb', 'graphql', 'apollo-client', 'apollo-angular']",False,19,1,0,1662226357,1662222053,73593751,CC BY-SA 4.0,https://stackoverflow.com/questions/73593751/how-can-i-add-api-key-to-apollo-angular-to-fetch-data-from-mongodb-realm-graphql,How can I add API key to Apollo-Angular to fetch data from mongodb realm GraphQL API,432,14726120,registered,https://i.stack.imgur.com/NTNZI.jpg?s=256&g=1,monzim,https://stackoverflow.com/users/14726120/monzim,1662226357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,"['nuxt.js', 'containers', 'tailwind-css', 'digital-ocean', 'nuxtjs3']",False,31,0,1,1662226338,1662225757,73594146,CC BY-SA 4.0,https://stackoverflow.com/questions/73594146/nuxt-3-app-hosting-on-a-subdirectory-on-digital-ocean-app-platform,Nuxt 3 app hosting on a subdirectory on digital ocean app platform,145,11811582,registered,https://www.gravatar.com/avatar/68a987e85a69250d37a3f64273f20222?s=256&d=identicon&r=PG&f=1,Inb4cookies,https://stackoverflow.com/users/11811582/inb4cookies,1662226338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,"['javascript', 'node.js', 'puppeteer']",False,22,0,0,1662226324,1662226324,73594218,CC BY-SA 4.0,https://stackoverflow.com/questions/73594218/node-js-intercept-incoming-ajax-requests-from-given-url,Node js intercept incoming ajax requests from given url,9,19911870,registered,https://lh3.googleusercontent.com/a-/AFdZucoXWKB_rliNaXdz1U4LK3r3OZSwbcFJj0DWUW25=k-s256,spotty23544332,https://stackoverflow.com/users/19911870/spotty23544332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,"['python', 'numpy', 'machine-learning', 'linear-regression']",False,37,0,0,1662226312,1662215403,73592996,CC BY-SA 4.0,https://stackoverflow.com/questions/73592996/how-to-properly-regularize-a-np-polyval-function,How to properly regularize a np.polyval() function?,29,14328768,registered,https://www.gravatar.com/avatar/a3e0c88780cee4b074eccea76d537529?s=256&d=identicon&r=PG&f=1,allinmoderation,https://stackoverflow.com/users/14328768/allinmoderation,1662226312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,"['python', 'python-3.x']",False,15,0,-1,1662226216,1662226216,73594212,,https://stackoverflow.com/questions/73594212/quarry-make-entity-effect-packet,Quarry make entity_effect packet,1,19603213,registered,https://www.gravatar.com/avatar/6d7b3a86c4e254b63717a94b646a829a?s=256&d=identicon&r=PG,MikeUasosk,https://stackoverflow.com/users/19603213/mikeuasosk,,1662233342.0,Needs more focus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,"['javascript', 'typescript', 'visual-studio-code', 'tabnine']",False,8,0,0,1662226205,1662226205,73594210,CC BY-SA 4.0,https://stackoverflow.com/questions/73594210/how-to-set-tabnine-imports-on-vs-code,How to set TabNine imports on VS Code?,1294,1973483,registered,https://i.stack.imgur.com/0okZt.jpg?s=256&g=1,Daniel Chikaka,https://stackoverflow.com/users/1973483/daniel-chikaka,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,"['javascript', 'regex']",True,32,1,0,1662226139,1662216829,73593158,CC BY-SA 4.0,https://stackoverflow.com/questions/73593158/the-hashtag-generator-trying-to-pick-the-error-in-my-code,The Hashtag Generator. trying to pick the error in my code,37,19656870,registered,https://lh3.googleusercontent.com/a/AItbvmn_-TjiIWDLxnAC2XINYqxaJQP6OoE3J04lsJpo=k-s256,Js coder,https://stackoverflow.com/users/19656870/js-coder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,"['web-scraping', 'google-sheets-formula']",False,11,0,1,1662226059,1662226059,73594195,CC BY-SA 4.0,https://stackoverflow.com/questions/73594195/how-do-i-prevent-google-sheets-importxml-from-dropping-all-the-html-divs-span,"How do I prevent Google Sheets&#39; ImportXML from dropping all the HTML (divs, spans, etc.)?",11,8369190,registered,https://www.gravatar.com/avatar/ee93122e361e648641b8b2302b0066d1?s=256&d=identicon&r=PG&f=1,Z.M.,https://stackoverflow.com/users/8369190/z-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,"['python', 'multiprocessing', 'queue', 'deadlock', 'put']",False,13,0,0,1662226046,1662226046,73594194,,https://stackoverflow.com/questions/73594194/why-the-processing-is-locked-after-excuting-queue-put-and-queue-get-in-multi,Why the processing is locked after excuting Queue().put and Queue().get in multiprocessing?,1,19201084,registered,https://i.stack.imgur.com/v502C.jpg?s=256&g=1,BONNED,https://stackoverflow.com/users/19201084/bonned,,1662229038.0,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,"['python', 'pandas', 'dataframe', 'csv', 'read.csv']",True,38,2,0,1662226014,1662217633,73593264,CC BY-SA 4.0,https://stackoverflow.com/questions/73593264/python-pandas-dataframe-csv-file-issue-with-csv-file,Python\Pandas\DataFrame\CSV file: issue with csv file?,3,19911293,registered,https://lh3.googleusercontent.com/a-/AFdZuco4Od_sjh20A3ro4JEGiMd5hDAAt7neGkmb6NrRVQ=k-s256,Abhay,https://stackoverflow.com/users/19911293/abhay,,,,,73593993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,"['reactjs', 'google-oauth']",False,21,1,2,1662226011,1662219656,73593496,CC BY-SA 4.0,https://stackoverflow.com/questions/73593496/google-oauth2-giving-redirect-uri-mismatch-error-in-production-when-redirect-u,Google Oauth2 giving &quot;redirect_uri_mismatch&quot; error in production when redirect uri setup correctly,1667,10459133,registered,https://www.gravatar.com/avatar/abf9f75a18cd0a599949271e9653dea5?s=256&d=identicon&r=PG&f=1,Jim,https://stackoverflow.com/users/10459133/jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,"['next.js', 'amazon-dynamodb']",False,13,0,1,1662226005,1662226005,73594184,CC BY-SA 4.0,https://stackoverflow.com/questions/73594184/dynamodb-query-to-google-charts-line-chart-in-next-js,DynamoDB query to Google Charts line chart in Next.js,21,19762565,registered,https://www.gravatar.com/avatar/c8f990740bdb0b9a31b310f045f39cdd?s=256&d=identicon&r=PG,tonkotsu,https://stackoverflow.com/users/19762565/tonkotsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,"['vue.js', 'input', 'blockchain', 'ethereum', 'solidity']",False,10,0,-1,1662225995,1662225995,73594182,CC BY-SA 4.0,https://stackoverflow.com/questions/73594182/how-to-create-table-for-inputs-data-with-unknown-length-in-vue-js-to-send-it-to,how to create table for inputs data with unknown length in Vue js to send it to a blockchain ? my code solidity works weel on remix but i&#39;m stack,9,18410791,registered,https://graph.facebook.com/155531930177738/picture?type=large,Imen,https://stackoverflow.com/users/18410791/imen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,"['android', 'android-intent', 'installation', 'broadcastreceiver']",False,15,0,-1,1662225994,1662225884,73594166,CC BY-SA 4.0,https://stackoverflow.com/questions/73594166/how-to-handle-on-app-install-event-in-android,How to handle on app install event in Android?,1,18518393,registered,https://lh3.googleusercontent.com/a/AATXAJxb2f8Qrd4f23zcQvwdUa_k8VN-Ho8nrQpoBlwq=k-s256,Bogdan Madzhuga,https://stackoverflow.com/users/18518393/bogdan-madzhuga,1662225994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,"['reactjs', 'docker', 'npm', 'dockerfile']",False,30,0,1,1662225972,1662225972,73594175,CC BY-SA 4.0,https://stackoverflow.com/questions/73594175/typeerror-cannot-read-properties-of-undefined-reading-descendant,TypeError: Cannot read properties of undefined (reading &#39;Descendant&#39;),363,11342139,registered,https://www.gravatar.com/avatar/26d31f39989799ab67ff80054ed880fa?s=256&d=identicon&r=PG&f=1,Angel Hadzhiev,https://stackoverflow.com/users/11342139/angel-hadzhiev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,"['javascript', 'node-red']",False,15,1,0,1662225964,1662196674,73591039,CC BY-SA 4.0,https://stackoverflow.com/questions/73591039/node-red-js-calculate-time-elapsed,node red / JS : calculate time elapsed,994,3665775,registered,https://i.stack.imgur.com/j6mr4.png?s=256&g=1,Kevin,https://stackoverflow.com/users/3665775/kevin,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,"['sql', 'oracle']",False,20,0,-2,1662225945,1662225945,73594173,,https://stackoverflow.com/questions/73594173/spool-command-in-oracle,Spool Command in Oracle,1,19346869,registered,https://lh3.googleusercontent.com/a/AATXAJxFQNbym3V4H7qXXb-NjDP89Wg9GFzMEFlrWs7i=k-s256,md liton,https://stackoverflow.com/users/19346869/md-liton,,1662226920.0,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,"['discord', 'bots']",True,10,1,1,1662225940,1662217081,73593195,CC BY-SA 4.0,https://stackoverflow.com/questions/73593195/discord-bot-discord-js-wont-respond-to-messages,Discord Bot (discord.js) won&#39;t respond to messages,303,3979205,registered,https://i.stack.imgur.com/KJR0x.jpg?s=256&g=1,Thomas Wood,https://stackoverflow.com/users/3979205/thomas-wood,,,,73.0,73594171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,"['ios', 'swift', 'datetime']",True,36,1,1,1662225892,1662222756,73593839,CC BY-SA 4.0,https://stackoverflow.com/questions/73593839/date-format-in-swift-ios,Date format in Swift ios,53,18943795,registered,https://lh3.googleusercontent.com/a/AATXAJyLMttBxh08uzg6mXFxwRXPzi0XKwPoeVR60JWq=k-s256,Shaikh,https://stackoverflow.com/users/18943795/shaikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,"['django', 'django-views', 'django-forms']",False,26,1,0,1662225830,1662211448,73592580,CC BY-SA 4.0,https://stackoverflow.com/questions/73592580/dinamic-form-validation-django,Dinamic Form Validation - Django,966,13071340,registered,https://www.gravatar.com/avatar/48d5668fa1cb66d9177fb6373e9fb507?s=256&d=identicon&r=PG&f=1,Stack,https://stackoverflow.com/users/13071340/stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,"['node.js', 'redis']",False,19,0,0,1662225780,1662200113,73591395,CC BY-SA 4.0,https://stackoverflow.com/questions/73591395/add-data-to-redis-on-a-distant-server,Add data to Redis on a distant server,11,19415762,registered,https://graph.facebook.com/689285922311780/picture?type=large,Antoine Pascual,https://stackoverflow.com/users/19415762/antoine-pascual,1662225780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,"['swiftui', 'uikit']",False,14,1,0,1662225775,1662219520,73593482,CC BY-SA 4.0,https://stackoverflow.com/questions/73593482/embed-a-list-inside-a-view-to-use-swipe-actions-to-delete-items,Embed a List inside a View to use Swipe Actions to delete Items?,89,15445779,registered,https://www.gravatar.com/avatar/a09ef2dafde91dc7fe3a55d34e13ef68?s=256&d=identicon&r=PG&f=1,sheldor,https://stackoverflow.com/users/15445779/sheldor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,"['ios', 'swift', 'arkit', 'realitykit', 'reality-composer']",False,10,0,0,1662225770,1662225770,73594148,CC BY-SA 4.0,https://stackoverflow.com/questions/73594148/loading-scene-created-from-reality-composer-cannot-be-reused,Loading scene created from Reality Composer cannot be reused,21,12281109,registered,https://lh6.googleusercontent.com/-jBt7swksbm4/AAAAAAAAAAI/AAAAAAAAABc/6Tt6dfYw9oE/photo.jpg?sz=256,yukun,https://stackoverflow.com/users/12281109/yukun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,"['python', 'css', 'streamlit']",False,23,1,0,1662225760,1662222859,73593854,CC BY-SA 4.0,https://stackoverflow.com/questions/73593854/streamlit-image-style-in-a-python-project-need-to-change-the-aspect-ratio,streamlit image style in a python project need to change the aspect-ratio,1,19590256,registered,https://www.gravatar.com/avatar/25f64fac5b3415c052b8997070bb9a5c?s=256&d=identicon&r=PG,Aymen Gadri,https://stackoverflow.com/users/19590256/aymen-gadri,1662223039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,"['android', 'android-room', 'android-room-migration']",True,24,1,2,1662225738,1662223622,73593929,CC BY-SA 4.0,https://stackoverflow.com/questions/73593929/optimize-room-database-migrations,Optimize Room database migrations,387,11949116,registered,https://www.gravatar.com/avatar/c08d7963bc3fc2ec54ca8b5c88a3df56?s=256&d=identicon&r=PG&f=1,Abdo21,https://stackoverflow.com/users/11949116/abdo21,,,,,73594143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,['google-cloud-platform'],False,31,0,-1,1662225719,1662205745,73592022,,https://stackoverflow.com/questions/73592022/google-cloud-re-certification-requirement,Google Cloud re-certification requirement?,9,2841878,registered,https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1,Lee,https://stackoverflow.com/users/2841878/lee,,1662243270.0,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,"['java', 'android', 'firebase', 'cloud']",False,12,0,-1,1662225700,1662225700,73594140,,https://stackoverflow.com/questions/73594140/access-data-stored-in-microsoft-azure-using-firebase,Access data stored in Microsoft Azure using firebase,15,19346309,registered,https://lh3.googleusercontent.com/a-/AOh14Givtkwz1YIDVOQ2FFZj24Qg4yTJmMUrGPEWv5nH=k-s256,Mohamed El_Shihawy,https://stackoverflow.com/users/19346309/mohamed-el-shihawy,,1662275291.0,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,['java'],False,12,0,0,1662225688,1662225498,73594123,,https://stackoverflow.com/questions/73594123/why-the-variable-auxposicao-isnt-being-incremented,Why the variable auxPosicao isn&#39;t being incremented?,1,18799369,registered,https://lh3.googleusercontent.com/a-/AOh14GhRbmOLpibDy5uBbtVndrbo2pA90jGuvQs6AMRjXQ=k-s256,Gustavo Calanzani,https://stackoverflow.com/users/18799369/gustavo-calanzani,1662225688.0,1662225818.0,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,"['sql', 'spring-boot', 'hibernate', 'spring-data-jpa', 'database-connection']",False,22,2,1,1662225678,1662203083,73591729,CC BY-SA 4.0,https://stackoverflow.com/questions/73591729/hibernate-dont-create-table-in-the-database,Hibernate don&#39;t create Table in the DataBase,11,18583088,registered,https://lh3.googleusercontent.com/a-/AOh14GhrSJAUGuDOtqtjtO9WwYSqFaGsOWk4As4O2snmNA=k-s256,Vladislav Kolesnik,https://stackoverflow.com/users/18583088/vladislav-kolesnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,"['flutter', 'dart', 'cpu-usage', 'android-profiler']",False,12,0,1,1662225609,1662225609,73594133,CC BY-SA 4.0,https://stackoverflow.com/questions/73594133/how-to-make-line-chart-with-data-from-cpu-in-flutter,How to make line chart with data from CPU in Flutter?,23,17125674,registered,https://lh3.googleusercontent.com/a/AATXAJwuq9zKVpqi5xYfCcVWKIMhhYkqt6-TI9LFfZzw=k-s256,Chris,https://stackoverflow.com/users/17125674/chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,"['validation', 'pipe', 'nestjs', 'class-validator']",False,13,0,-1,1662225582,1662225322,73594099,CC BY-SA 4.0,https://stackoverflow.com/questions/73594099/nestjs-validation-pipe-is-not-working-for-a-dto-on-global-as-well-as-handler-lev,NESTJS VALIDATION PIPE IS NOT WORKING FOR A DTO ON GLOBAL AS WELL AS HANDLER LEVEL,69,9798454,registered,https://www.gravatar.com/avatar/aec7ccd1b6f642490e5eb98d30be80e2?s=256&d=identicon&r=PG&f=1,Aditya Vyas,https://stackoverflow.com/users/9798454/aditya-vyas,1662225582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,"['java', 'arrays']",False,15,0,-1,1662225568,1662225421,73594107,,https://stackoverflow.com/questions/73594107/filling-an-empty-array-from-another-array-when-a-condition-is-met-in-java,Filling an empty array from another array when a condition is met in Java,1,19910002,registered,https://www.gravatar.com/avatar/76c979a575353ff9a133625aa26b2aa1?s=256&d=identicon&r=PG,Kristof,https://stackoverflow.com/users/19910002/kristof,1662225568.0,1662225525.0,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,"['android-studio', 'intellij-idea']",False,8,0,0,1662225548,1662225548,73594128,CC BY-SA 4.0,https://stackoverflow.com/questions/73594128/android-studio-move-code-fragment-with-drag-and-drop-not-working-correctly,android studio move code fragment with drag-and-drop not working correctly,133,8678564,registered,https://lh3.googleusercontent.com/-FwaNlgH0bqY/AAAAAAAAAAI/AAAAAAAAABY/g2BvzI4cAkQ/photo.jpg?sz=256,Atras VidA,https://stackoverflow.com/users/8678564/atras-vida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,"['html', 'css']",True,24,2,0,1662225548,1662223711,73593938,CC BY-SA 4.0,https://stackoverflow.com/questions/73593938/is-there-any-way-in-css-to-make-other-objects-move-when-another-object-is-scaled,Is there any way in CSS to make other objects move when another object is scaled?,3,10885581,registered,https://www.gravatar.com/avatar/fefeada301e99a3a4ba81c9d9d236f2d?s=256&d=identicon&r=PG&f=1,Z2r,https://stackoverflow.com/users/10885581/z2r,1662223730.0,,,,73594127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,"['python', 'inno-setup']",False,12,0,-1,1662225546,1662225546,73594126,CC BY-SA 4.0,https://stackoverflow.com/questions/73594126/cant-save-data-in-sqlite3-when-installing-files-after-compling-with-inno,Can&#39;t save data in sqlite3 when installing files after compling with INNO,1,19911945,registered,https://graph.facebook.com/501163288511879/picture?type=large,Abdul Muhaimin Samo,https://stackoverflow.com/users/19911945/abdul-muhaimin-samo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,"['pip', 'conda']",False,14,0,1,1662225543,1662216342,73593100,CC BY-SA 4.0,https://stackoverflow.com/questions/73593100/how-to-create-a-conda-environment-file-without-local-development-packages,How to create a conda environment file without local development packages?,109,18386585,registered,https://www.gravatar.com/avatar/c0c949467229f180c1441d39adda1c29?s=256&d=identicon&r=PG&f=1,olamarre,https://stackoverflow.com/users/18386585/olamarre,1662225543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,"['javascript', 'node.js', 'joi']",False,15,0,0,1662225519,1662225519,73594125,CC BY-SA 4.0,https://stackoverflow.com/questions/73594125/joi-validator-to-validate-incoming-utc-date-should-not-be-greater-than-14-utc-da,Joi validator to validate incoming UTC date should not be greater than 14 UTC days from tomorrow,1243,5101460,registered,https://i.stack.imgur.com/mTUDy.png?s=256&g=1,Oops,https://stackoverflow.com/users/5101460/oops,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
